stage,metric,pack,layer,direction,position_group,mask_condition,scale,top_k,n,prompt_runs,main_rows,zeroing_rows,group_rows,mean,ci95_low,ci95_high,positive_frac,rank_mean
hidden_lattice,hidden_target_logit_effect,strict,0,restore,answer_adjacent,union_mask,1.0,,101,101,,,,-0.001140934405940594,-0.07332920792079207,0.07178217821782178,0.43564356435643564,-17.0
hidden_lattice,hidden_target_logit_effect,strict,0,restore,top_hidden_delta,answer_mask,1.0,,101,101,,,,3.695119121287129,3.055461014851485,4.314704517326732,0.9108910891089109,861.8811881188119
hidden_lattice,hidden_target_logit_effect,strict,0,restore,top_hidden_delta,shifted_mask,1.0,,101,101,,,,1.2063737623762376,0.8103341584158416,1.662438118811881,0.6831683168316832,37.118811881188115
hidden_lattice,hidden_target_logit_effect,strict,0,restore,top_hidden_delta,shuffled_mask,1.0,,101,101,,,,1.2354579207920793,0.8650990099009901,1.656868811881188,0.7326732673267327,36.68316831683168
hidden_lattice,hidden_target_logit_effect,strict,0,restore,top_hidden_delta,union_mask,1.0,,101,101,,,,3.3360438582920793,2.708539603960396,3.9542079207920793,0.900990099009901,545.9207920792079
hidden_lattice,hidden_target_logit_effect,strict,0,restore,visual+answer,answer_mask,1.0,,101,101,,,,4.292891398514851,3.5782023514851486,4.964650371287129,0.9207920792079208,863.1980198019802
hidden_lattice,hidden_target_logit_effect,strict,0,restore,visual+answer,shifted_mask,1.0,,101,101,,,,1.714418316831683,1.2091584158415842,2.2168935643564356,0.6732673267326733,38.504950495049506
hidden_lattice,hidden_target_logit_effect,strict,0,restore,visual+answer,shuffled_mask,1.0,,101,101,,,,1.6123143564356435,1.0891089108910892,2.125309405940594,0.6534653465346535,37.75247524752475
hidden_lattice,hidden_target_logit_effect,strict,0,restore,visual+answer,union_mask,1.0,,101,101,,,,4.018593363242574,3.348391089108911,4.648012066831683,0.9207920792079208,548.2574257425742
hidden_lattice,hidden_target_logit_effect,strict,0,restore,visual_span,answer_mask,1.0,,101,101,,,,4.320119121287129,3.594214108910891,5.004641089108911,0.9108910891089109,863.2772277227723
hidden_lattice,hidden_target_logit_effect,strict,0,restore,visual_span,shifted_mask,1.0,,101,101,,,,1.6952351485148516,1.1958539603960396,2.1902846534653464,0.7029702970297029,38.504950495049506
hidden_lattice,hidden_target_logit_effect,strict,0,restore,visual_span,shuffled_mask,1.0,,101,101,,,,1.5813737623762376,1.052289603960396,2.104579207920792,0.6336633663366337,37.65346534653465
hidden_lattice,hidden_target_logit_effect,strict,0,restore,visual_span,union_mask,1.0,,101,101,,,,4.074905244430693,3.407487623762376,4.716584158415841,0.9207920792079208,548.2178217821782
hidden_lattice,hidden_target_logit_effect,strict,1,corrupt,answer_adjacent,answer_mask,1.0,,101,101,,,,0.03217821782178218,-0.05693069306930693,0.1150990099009901,0.49504950495049505,0.0594059405940594
hidden_lattice,hidden_target_logit_effect,strict,1,corrupt,answer_adjacent,shifted_mask,1.0,,101,101,,,,0.009900990099009901,-0.07982673267326733,0.10952970297029703,0.4158415841584158,-0.07920792079207921
hidden_lattice,hidden_target_logit_effect,strict,1,corrupt,answer_adjacent,shuffled_mask,1.0,,101,101,,,,0.01608910891089109,-0.07920792079207921,0.11262376237623763,0.5148514851485149,-0.009900990099009901
hidden_lattice,hidden_target_logit_effect,strict,1,corrupt,answer_adjacent,union_mask,1.0,,101,101,,,,-0.0024752475247524753,-0.0952970297029703,0.08849009900990099,0.45544554455445546,0.009900990099009901
hidden_lattice,hidden_target_logit_effect,strict,1,corrupt,top_hidden_delta,answer_mask,1.0,,101,101,,,,0.011757425742574257,-0.14232673267326731,0.17883663366336633,0.48514851485148514,1.1683168316831682
hidden_lattice,hidden_target_logit_effect,strict,1,corrupt,top_hidden_delta,shifted_mask,1.0,,101,101,,,,-0.1280940594059406,-0.2233910891089109,-0.027227722772277228,0.33663366336633666,-0.04950495049504951
hidden_lattice,hidden_target_logit_effect,strict,1,corrupt,top_hidden_delta,shuffled_mask,1.0,,101,101,,,,-0.06373762376237624,-0.18873762376237624,0.0655940594059406,0.46534653465346537,0.12871287128712872
hidden_lattice,hidden_target_logit_effect,strict,1,corrupt,top_hidden_delta,union_mask,1.0,,101,101,,,,-0.06930693069306931,-0.20668316831683167,0.07116336633663366,0.43564356435643564,0.22772277227722773
hidden_lattice,hidden_target_logit_effect,strict,1,corrupt,visual+answer,answer_mask,1.0,,101,101,,,,4.180693069306931,3.503596844059406,4.818185334158416,0.900990099009901,792.3861386138614
hidden_lattice,hidden_target_logit_effect,strict,1,corrupt,visual+answer,shifted_mask,1.0,,101,101,,,,1.7190594059405941,1.2351485148514851,2.2094678217821784,0.6831683168316832,40.48514851485149
hidden_lattice,hidden_target_logit_effect,strict,1,corrupt,visual+answer,shuffled_mask,1.0,,101,101,,,,1.6024133663366336,1.109839108910891,2.0795173267326734,0.7227722772277227,36.28712871287129
hidden_lattice,hidden_target_logit_effect,strict,1,corrupt,visual+answer,union_mask,1.0,,101,101,,,,4.034160349628713,3.375251392326733,4.644956683168317,0.9108910891089109,513.2178217821782
hidden_lattice,hidden_target_logit_effect,strict,1,corrupt,visual_span,answer_mask,1.0,,101,101,,,,4.241317295792079,3.5824373452970297,4.873897741336633,0.9207920792079208,763.5148514851485
hidden_lattice,hidden_target_logit_effect,strict,1,corrupt,visual_span,shifted_mask,1.0,,101,101,,,,1.7060643564356435,1.229269801980198,2.1939975247524752,0.6732673267326733,38.148514851485146
hidden_lattice,hidden_target_logit_effect,strict,1,corrupt,visual_span,shuffled_mask,1.0,,101,101,,,,1.5807549504950495,1.0903465346534653,2.0860148514851486,0.693069306930693,36.56435643564357
hidden_lattice,hidden_target_logit_effect,strict,1,corrupt,visual_span,union_mask,1.0,,101,101,,,,4.024133663366337,3.375889542079208,4.641688582920792,0.9405940594059405,517.3168316831683
hidden_lattice,hidden_target_logit_effect,strict,1,restore,answer_adjacent,answer_mask,1.0,,101,101,,,,0.07124071782178218,-0.009900990099009901,0.15439356435643564,0.504950495049505,40.46534653465346
hidden_lattice,hidden_target_logit_effect,strict,1,restore,answer_adjacent,shifted_mask,1.0,,101,101,,,,0.09344059405940594,0.025061881188118813,0.1630569306930693,0.5148514851485149,0.801980198019802
hidden_lattice,hidden_target_logit_effect,strict,1,restore,answer_adjacent,shuffled_mask,1.0,,101,101,,,,0.01701732673267327,-0.05631188118811881,0.09313118811881188,0.48514851485148514,-1.7227722772277227
hidden_lattice,hidden_target_logit_effect,strict,1,restore,answer_adjacent,union_mask,1.0,,101,101,,,,0.035185256806930694,-0.05674698329207921,0.12019453898514851,0.48514851485148514,49.960396039603964
hidden_lattice,hidden_target_logit_effect,strict,1,restore,top_hidden_delta,answer_mask,1.0,,101,101,,,,3.665416150990099,3.016785272277228,4.280785891089109,0.9207920792079208,861.7821782178218
hidden_lattice,hidden_target_logit_effect,strict,1,restore,top_hidden_delta,shifted_mask,1.0,,101,101,,,,1.1110767326732673,0.7348391089108911,1.5495049504950495,0.7128712871287128,36.95049504950495
hidden_lattice,hidden_target_logit_effect,strict,1,restore,top_hidden_delta,shuffled_mask,1.0,,101,101,,,,1.1284034653465347,0.7521658415841584,1.5535272277227723,0.6732673267326733,36.84158415841584
hidden_lattice,hidden_target_logit_effect,strict,1,restore,top_hidden_delta,union_mask,1.0,,101,101,,,,3.3481106899752477,2.7444306930693068,3.953057317450495,0.9504950495049505,546.1881188118812
hidden_lattice,hidden_target_logit_effect,strict,1,restore,visual+answer,answer_mask,1.0,,101,101,,,,4.276183477722772,3.5595993193069306,4.962561881188119,0.8910891089108911,863.3168316831683
hidden_lattice,hidden_target_logit_effect,strict,1,restore,visual+answer,shifted_mask,1.0,,101,101,,,,1.7199876237623761,1.2147277227722773,2.2103960396039604,0.6831683168316832,38.772277227722775
hidden_lattice,hidden_target_logit_effect,strict,1,restore,visual+answer,shuffled_mask,1.0,,101,101,,,,1.5720915841584158,1.047029702970297,2.089727722772277,0.693069306930693,37.79207920792079
hidden_lattice,hidden_target_logit_effect,strict,1,restore,visual+answer,union_mask,1.0,,101,101,,,,4.116984452351486,3.43443494740099,4.7629950495049505,0.9108910891089109,548.3663366336634
hidden_lattice,hidden_target_logit_effect,strict,1,restore,visual_span,answer_mask,1.0,,101,101,,,,4.307742883663367,3.604269801980198,4.986966274752476,0.9108910891089109,863.5148514851485
hidden_lattice,hidden_target_logit_effect,strict,1,restore,visual_span,shifted_mask,1.0,,101,101,,,,1.723700495049505,1.22865099009901,2.2069925742574257,0.7128712871287128,38.78217821782178
hidden_lattice,hidden_target_logit_effect,strict,1,restore,visual_span,shuffled_mask,1.0,,101,101,,,,1.537438118811881,1.0024752475247525,2.0680693069306932,0.6336633663366337,37.76237623762376
hidden_lattice,hidden_target_logit_effect,strict,1,restore,visual_span,union_mask,1.0,,101,101,,,,4.105227026608911,3.4158415841584158,4.752842667079208,0.9108910891089109,548.5148514851485
hidden_lattice,hidden_target_logit_effect,strict,10,corrupt,answer_adjacent,answer_mask,1.0,,101,101,,,,-0.3100247524752475,-0.43626237623762376,-0.1745049504950495,0.26732673267326734,-0.15841584158415842
hidden_lattice,hidden_target_logit_effect,strict,10,corrupt,answer_adjacent,shifted_mask,1.0,,101,101,,,,-0.44492574257425743,-0.5742574257425742,-0.31745049504950495,0.19801980198019803,-0.25742574257425743
hidden_lattice,hidden_target_logit_effect,strict,10,corrupt,answer_adjacent,shuffled_mask,1.0,,101,101,,,,-0.36324257425742573,-0.4962871287128713,-0.22462871287128713,0.22772277227722773,-0.26732673267326734
hidden_lattice,hidden_target_logit_effect,strict,10,corrupt,answer_adjacent,union_mask,1.0,,101,101,,,,-0.4084158415841584,-0.5408415841584159,-0.2636138613861386,0.24752475247524752,-0.2376237623762376
hidden_lattice,hidden_target_logit_effect,strict,10,corrupt,top_hidden_delta,answer_mask,1.0,,101,101,,,,0.12871287128712872,-0.022896039603960396,0.3032178217821782,0.48514851485148514,0.18811881188118812
hidden_lattice,hidden_target_logit_effect,strict,10,corrupt,top_hidden_delta,shifted_mask,1.0,,101,101,,,,0.07178217821782178,-0.03032178217821782,0.1844059405940594,0.5544554455445545,-0.1188118811881188
hidden_lattice,hidden_target_logit_effect,strict,10,corrupt,top_hidden_delta,shuffled_mask,1.0,,101,101,,,,-0.01485148514851485,-0.12438118811881188,0.10272277227722772,0.45544554455445546,-0.04950495049504951
hidden_lattice,hidden_target_logit_effect,strict,10,corrupt,top_hidden_delta,union_mask,1.0,,101,101,,,,0.07735148514851485,-0.03217821782178218,0.19616336633663367,0.5445544554455446,0.04950495049504951
hidden_lattice,hidden_target_logit_effect,strict,10,corrupt,visual+answer,answer_mask,1.0,,101,101,,,,3.6288675742574257,2.9956683168316833,4.268100247524752,0.8910891089108911,869.3564356435644
hidden_lattice,hidden_target_logit_effect,strict,10,corrupt,visual+answer,shifted_mask,1.0,,101,101,,,,1.379950495049505,0.9040841584158416,1.8737623762376239,0.6237623762376238,39.86138613861386
hidden_lattice,hidden_target_logit_effect,strict,10,corrupt,visual+answer,shuffled_mask,1.0,,101,101,,,,1.4047029702970297,0.9461633663366337,1.869740099009901,0.6534653465346535,25.03960396039604
hidden_lattice,hidden_target_logit_effect,strict,10,corrupt,visual+answer,union_mask,1.0,,101,101,,,,3.4356919090346536,2.8209216429455446,4.063718285891089,0.8811881188118812,580.7821782178218
hidden_lattice,hidden_target_logit_effect,strict,10,corrupt,visual_span,answer_mask,1.0,,101,101,,,,3.952660891089109,3.3106435643564356,4.591584158415841,0.9108910891089109,970.4257425742575
hidden_lattice,hidden_target_logit_effect,strict,10,corrupt,visual_span,shifted_mask,1.0,,101,101,,,,1.745668316831683,1.2892945544554455,2.224938118811881,0.7128712871287128,43.198019801980195
hidden_lattice,hidden_target_logit_effect,strict,10,corrupt,visual_span,shuffled_mask,1.0,,101,101,,,,1.7054455445544554,1.244430693069307,2.160272277227723,0.7524752475247525,28.06930693069307
hidden_lattice,hidden_target_logit_effect,strict,10,corrupt,visual_span,union_mask,1.0,,101,101,,,,3.793162128712871,3.1548576732673266,4.4107363861386135,0.9207920792079208,691.7326732673267
hidden_lattice,hidden_target_logit_effect,strict,10,restore,answer_adjacent,answer_mask,1.0,,101,101,,,,-0.15346534653465346,-0.27421101485148514,-0.027537128712871287,0.36633663366336633,-25.623762376237625
hidden_lattice,hidden_target_logit_effect,strict,10,restore,answer_adjacent,shifted_mask,1.0,,101,101,,,,-0.2877475247524752,-0.40284653465346537,-0.17264851485148514,0.2871287128712871,-2.108910891089109
hidden_lattice,hidden_target_logit_effect,strict,10,restore,answer_adjacent,shuffled_mask,1.0,,101,101,,,,-0.28125,-0.3997524752475248,-0.15996287128712872,0.2079207920792079,-2.98019801980198
hidden_lattice,hidden_target_logit_effect,strict,10,restore,answer_adjacent,union_mask,1.0,,101,101,,,,-0.2999932317450495,-0.4504950495049505,-0.15688331528465346,0.297029702970297,-109.63366336633663
hidden_lattice,hidden_target_logit_effect,strict,10,restore,top_hidden_delta,answer_mask,1.0,,101,101,,,,3.149636448019802,2.55286974009901,3.755259900990099,0.8712871287128713,856.0891089108911
hidden_lattice,hidden_target_logit_effect,strict,10,restore,top_hidden_delta,shifted_mask,1.0,,101,101,,,,0.864480198019802,0.5009282178217822,1.2503094059405941,0.6039603960396039,24.831683168316832
hidden_lattice,hidden_target_logit_effect,strict,10,restore,top_hidden_delta,shuffled_mask,1.0,,101,101,,,,0.9214108910891089,0.5643564356435643,1.3462252475247525,0.6336633663366337,35.31683168316832
hidden_lattice,hidden_target_logit_effect,strict,10,restore,top_hidden_delta,union_mask,1.0,,101,101,,,,2.5448928681930694,1.9996905940594059,3.1241297957920793,0.8613861386138614,499.65346534653463
hidden_lattice,hidden_target_logit_effect,strict,10,restore,visual+answer,answer_mask,1.0,,101,101,,,,4.041653774752476,3.3627784653465347,4.7142636138613865,0.8910891089108911,862.950495049505
hidden_lattice,hidden_target_logit_effect,strict,10,restore,visual+answer,shifted_mask,1.0,,101,101,,,,1.583230198019802,1.1154084158415842,2.0600247524752477,0.6633663366336634,38.46534653465346
hidden_lattice,hidden_target_logit_effect,strict,10,restore,visual+answer,shuffled_mask,1.0,,101,101,,,,1.557240099009901,1.0702351485148516,2.057240099009901,0.693069306930693,37.366336633663366
hidden_lattice,hidden_target_logit_effect,strict,10,restore,visual+answer,union_mask,1.0,,101,101,,,,3.8360438582920793,3.148234452351485,4.4755859375,0.9108910891089109,547.7821782178218
hidden_lattice,hidden_target_logit_effect,strict,10,restore,visual_span,answer_mask,1.0,,101,101,,,,4.344252784653466,3.6527691831683167,4.980430074257426,0.900990099009901,862.940594059406
hidden_lattice,hidden_target_logit_effect,strict,10,restore,visual_span,shifted_mask,1.0,,101,101,,,,1.9489480198019802,1.5018564356435644,2.4043935643564356,0.7821782178217822,38.445544554455445
hidden_lattice,hidden_target_logit_effect,strict,10,restore,visual_span,shuffled_mask,1.0,,101,101,,,,1.8573638613861385,1.3669554455445545,2.339108910891089,0.7524752475247525,37.51485148514851
hidden_lattice,hidden_target_logit_effect,strict,10,restore,visual_span,union_mask,1.0,,101,101,,,,4.209187422648514,3.5742574257425743,4.842850788985149,0.9207920792079208,547.9108910891089
hidden_lattice,hidden_target_logit_effect,strict,11,corrupt,answer_adjacent,answer_mask,1.0,,101,101,,,,-0.2926980198019802,-0.4443069306930693,-0.12685643564356436,0.27722772277227725,-0.15841584158415842
hidden_lattice,hidden_target_logit_effect,strict,11,corrupt,answer_adjacent,shifted_mask,1.0,,101,101,,,,-0.39913366336633666,-0.5389851485148515,-0.24504950495049505,0.22772277227722773,-0.10891089108910891
hidden_lattice,hidden_target_logit_effect,strict,11,corrupt,answer_adjacent,shuffled_mask,1.0,,101,101,,,,-0.3626237623762376,-0.5092821782178217,-0.20358910891089108,0.27722772277227725,-0.22772277227722773
hidden_lattice,hidden_target_logit_effect,strict,11,corrupt,answer_adjacent,union_mask,1.0,,101,101,,,,-0.38304455445544555,-0.5352722772277227,-0.20606435643564355,0.2376237623762376,-0.21782178217821782
hidden_lattice,hidden_target_logit_effect,strict,11,corrupt,top_hidden_delta,answer_mask,1.0,,101,101,,,,0.20111386138613863,0.053836633663366336,0.3811881188118812,0.5445544554455446,0.25742574257425743
hidden_lattice,hidden_target_logit_effect,strict,11,corrupt,top_hidden_delta,shifted_mask,1.0,,101,101,,,,0.022277227722772276,-0.08044554455445545,0.13675742574257427,0.40594059405940597,-0.0594059405940594
hidden_lattice,hidden_target_logit_effect,strict,11,corrupt,top_hidden_delta,shuffled_mask,1.0,,101,101,,,,-0.03217821782178218,-0.13551980198019803,0.06745049504950495,0.4158415841584158,0.0
hidden_lattice,hidden_target_logit_effect,strict,11,corrupt,top_hidden_delta,union_mask,1.0,,101,101,,,,0.0724009900990099,-0.04517326732673267,0.1905940594059406,0.5148514851485149,0.0891089108910891
hidden_lattice,hidden_target_logit_effect,strict,11,corrupt,visual+answer,answer_mask,1.0,,101,101,,,,3.4743193069306932,2.8451616646039604,4.112623762376238,0.8811881188118812,736.019801980198
hidden_lattice,hidden_target_logit_effect,strict,11,corrupt,visual+answer,shifted_mask,1.0,,101,101,,,,1.3171410891089108,0.8595297029702971,1.7930074257425743,0.6138613861386139,33.75247524752475
hidden_lattice,hidden_target_logit_effect,strict,11,corrupt,visual+answer,shuffled_mask,1.0,,101,101,,,,1.339418316831683,0.8731435643564357,1.7905321782178218,0.6633663366336634,23.702970297029704
hidden_lattice,hidden_target_logit_effect,strict,11,corrupt,visual+answer,union_mask,1.0,,101,101,,,,3.2339012221534653,2.618183400371287,3.872050974628713,0.8910891089108911,539.6534653465346
hidden_lattice,hidden_target_logit_effect,strict,11,corrupt,visual_span,answer_mask,1.0,,101,101,,,,3.7508121905940595,3.1032255569306932,4.407874381188119,0.9207920792079208,742.8811881188119
hidden_lattice,hidden_target_logit_effect,strict,11,corrupt,visual_span,shifted_mask,1.0,,101,101,,,,1.6989480198019802,1.2469059405940595,2.167079207920792,0.7326732673267327,40.23762376237624
hidden_lattice,hidden_target_logit_effect,strict,11,corrupt,visual_span,shuffled_mask,1.0,,101,101,,,,1.682549504950495,1.2264851485148516,2.1318069306930694,0.7920792079207921,29.198019801980198
hidden_lattice,hidden_target_logit_effect,strict,11,corrupt,visual_span,union_mask,1.0,,101,101,,,,3.583873182240099,2.962871287128713,4.189665841584159,0.9108910891089109,566.4950495049505
hidden_lattice,hidden_target_logit_effect,strict,11,restore,answer_adjacent,answer_mask,1.0,,101,101,,,,-0.16098777846534654,-0.27469446163366334,-0.043007425742574254,0.36633663366336633,-20.02970297029703
hidden_lattice,hidden_target_logit_effect,strict,11,restore,answer_adjacent,shifted_mask,1.0,,101,101,,,,-0.2957920792079208,-0.40470297029702973,-0.18038366336633663,0.31683168316831684,-2.8613861386138613
hidden_lattice,hidden_target_logit_effect,strict,11,restore,answer_adjacent,shuffled_mask,1.0,,101,101,,,,-0.23205445544554457,-0.35705445544554454,-0.10643564356435643,0.26732673267326734,-3.128712871287129
hidden_lattice,hidden_target_logit_effect,strict,11,restore,answer_adjacent,union_mask,1.0,,101,101,,,,-0.31490273050742573,-0.45173267326732675,-0.17682549504950495,0.297029702970297,-125.89108910891089
hidden_lattice,hidden_target_logit_effect,strict,11,restore,top_hidden_delta,answer_mask,1.0,,101,101,,,,2.946666150990099,2.350711633663366,3.5572787747524752,0.8613861386138614,849.7524752475248
hidden_lattice,hidden_target_logit_effect,strict,11,restore,top_hidden_delta,shifted_mask,1.0,,101,101,,,,0.8607673267326733,0.5074257425742574,1.2416460396039604,0.6633663366336634,24.0
hidden_lattice,hidden_target_logit_effect,strict,11,restore,top_hidden_delta,shuffled_mask,1.0,,101,101,,,,0.7506188118811881,0.40284653465346537,1.1537747524752475,0.5742574257425742,35.40594059405941
hidden_lattice,hidden_target_logit_effect,strict,11,restore,top_hidden_delta,union_mask,1.0,,101,101,,,,2.4366007889851486,1.9192450495049505,2.957050587871287,0.8514851485148515,522.8712871287129
hidden_lattice,hidden_target_logit_effect,strict,11,restore,visual+answer,answer_mask,1.0,,101,101,,,,3.9445003094059405,3.2489170792079207,4.622524752475248,0.8910891089108911,862.4752475247525
hidden_lattice,hidden_target_logit_effect,strict,11,restore,visual+answer,shifted_mask,1.0,,101,101,,,,1.5405321782178218,1.0529084158415842,2.030940594059406,0.6633663366336634,38.495049504950494
hidden_lattice,hidden_target_logit_effect,strict,11,restore,visual+answer,shuffled_mask,1.0,,101,101,,,,1.4879331683168318,0.9836014851485149,1.9928836633663367,0.6633663366336634,37.48514851485149
hidden_lattice,hidden_target_logit_effect,strict,11,restore,visual+answer,union_mask,1.0,,101,101,,,,3.6949547493811883,3.015557317450495,4.332359993811881,0.8811881188118812,547.4752475247525
hidden_lattice,hidden_target_logit_effect,strict,11,restore,visual_span,answer_mask,1.0,,101,101,,,,4.281752784653466,3.609684405940594,4.926438737623762,0.9108910891089109,862.6138613861386
hidden_lattice,hidden_target_logit_effect,strict,11,restore,visual_span,shifted_mask,1.0,,101,101,,,,1.9607054455445545,1.5064975247524752,2.4257425742574257,0.7821782178217822,38.48514851485149
hidden_lattice,hidden_target_logit_effect,strict,11,restore,visual_span,shuffled_mask,1.0,,101,101,,,,1.843131188118812,1.3573638613861385,2.333230198019802,0.7524752475247525,37.524752475247524
hidden_lattice,hidden_target_logit_effect,strict,11,restore,visual_span,union_mask,1.0,,101,101,,,,4.0724299969059405,3.4270382116336635,4.70268989789604,0.9306930693069307,547.6732673267327
hidden_lattice,hidden_target_logit_effect,strict,12,corrupt,answer_adjacent,answer_mask,1.0,,101,101,,,,-0.3533415841584158,-0.48576732673267325,-0.19925742574257427,0.2376237623762376,-0.18811881188118812
hidden_lattice,hidden_target_logit_effect,strict,12,corrupt,answer_adjacent,shifted_mask,1.0,,101,101,,,,-0.40284653465346537,-0.5327970297029703,-0.2592821782178218,0.2376237623762376,-0.15841584158415842
hidden_lattice,hidden_target_logit_effect,strict,12,corrupt,answer_adjacent,shuffled_mask,1.0,,101,101,,,,-0.35086633663366334,-0.4993811881188119,-0.18564356435643564,0.24752475247524752,-0.2376237623762376
hidden_lattice,hidden_target_logit_effect,strict,12,corrupt,answer_adjacent,union_mask,1.0,,101,101,,,,-0.3842821782178218,-0.5278465346534653,-0.21905940594059406,0.24752475247524752,-0.16831683168316833
hidden_lattice,hidden_target_logit_effect,strict,12,corrupt,top_hidden_delta,answer_mask,1.0,,101,101,,,,0.12128712871287128,-0.04084158415841584,0.3100247524752475,0.42574257425742573,0.18811881188118812
hidden_lattice,hidden_target_logit_effect,strict,12,corrupt,top_hidden_delta,shifted_mask,1.0,,101,101,,,,0.0049504950495049506,-0.10643564356435643,0.1188118811881188,0.44554455445544555,0.009900990099009901
hidden_lattice,hidden_target_logit_effect,strict,12,corrupt,top_hidden_delta,shuffled_mask,1.0,,101,101,,,,0.024752475247524754,-0.07797029702970297,0.1454207920792079,0.45544554455445546,-0.06930693069306931
hidden_lattice,hidden_target_logit_effect,strict,12,corrupt,top_hidden_delta,union_mask,1.0,,101,101,,,,0.07301980198019802,-0.04764851485148515,0.20668316831683167,0.4752475247524752,0.039603960396039604
hidden_lattice,hidden_target_logit_effect,strict,12,corrupt,visual+answer,answer_mask,1.0,,101,101,,,,3.296962020420792,2.6595857827970297,3.9399365717821784,0.8712871287128713,434.41584158415844
hidden_lattice,hidden_target_logit_effect,strict,12,corrupt,visual+answer,shifted_mask,1.0,,101,101,,,,1.2936262376237624,0.8666460396039604,1.756188118811881,0.6336633663366337,30.782178217821784
hidden_lattice,hidden_target_logit_effect,strict,12,corrupt,visual+answer,shuffled_mask,1.0,,101,101,,,,1.2574257425742574,0.8211633663366337,1.6865717821782178,0.6732673267326733,24.356435643564357
hidden_lattice,hidden_target_logit_effect,strict,12,corrupt,visual+answer,union_mask,1.0,,101,101,,,,3.0843227877475248,2.477722772277228,3.711246905940594,0.8514851485148515,326.73267326732673
hidden_lattice,hidden_target_logit_effect,strict,12,corrupt,visual_span,answer_mask,1.0,,101,101,,,,3.563660272277228,2.932839573019802,4.2081721844059405,0.9207920792079208,482.0495049504951
hidden_lattice,hidden_target_logit_effect,strict,12,corrupt,visual_span,shifted_mask,1.0,,101,101,,,,1.6219059405940595,1.198019801980198,2.0816831683168315,0.7227722772277227,32.78217821782178
hidden_lattice,hidden_target_logit_effect,strict,12,corrupt,visual_span,shuffled_mask,1.0,,101,101,,,,1.5092821782178218,1.057240099009901,1.9461633663366336,0.7326732673267327,26.485148514851485
hidden_lattice,hidden_target_logit_effect,strict,12,corrupt,visual_span,union_mask,1.0,,101,101,,,,3.3559183555074257,2.7374690594059405,3.979197284962871,0.9207920792079208,400.8712871287129
hidden_lattice,hidden_target_logit_effect,strict,12,restore,answer_adjacent,answer_mask,1.0,,101,101,,,,-0.12987314356435645,-0.24590037128712872,-0.011370668316831683,0.40594059405940597,-94.02970297029702
hidden_lattice,hidden_target_logit_effect,strict,12,restore,answer_adjacent,shifted_mask,1.0,,101,101,,,,-0.2667079207920792,-0.3756188118811881,-0.15655940594059406,0.25742574257425743,-2.1485148514851486
hidden_lattice,hidden_target_logit_effect,strict,12,restore,answer_adjacent,shuffled_mask,1.0,,101,101,,,,-0.22586633663366337,-0.3347772277227723,-0.11231435643564357,0.31683168316831684,-0.07920792079207921
hidden_lattice,hidden_target_logit_effect,strict,12,restore,answer_adjacent,union_mask,1.0,,101,101,,,,-0.23005056853341585,-0.3508034885519802,-0.10891089108910891,0.3564356435643564,-128.44554455445544
hidden_lattice,hidden_target_logit_effect,strict,12,restore,top_hidden_delta,answer_mask,1.0,,101,101,,,,2.712136448019802,2.130066522277228,3.2986540841584158,0.8712871287128713,843.0990099009902
hidden_lattice,hidden_target_logit_effect,strict,12,restore,top_hidden_delta,shifted_mask,1.0,,101,101,,,,0.9043935643564357,0.5337252475247525,1.327660891089109,0.5544554455445545,35.73267326732673
hidden_lattice,hidden_target_logit_effect,strict,12,restore,top_hidden_delta,shuffled_mask,1.0,,101,101,,,,0.7472153465346535,0.4003712871287129,1.1491336633663367,0.6039603960396039,34.9009900990099
hidden_lattice,hidden_target_logit_effect,strict,12,restore,top_hidden_delta,union_mask,1.0,,101,101,,,,2.2651898978960396,1.7509282178217822,2.8141050433168315,0.8514851485148515,525.6138613861386
hidden_lattice,hidden_target_logit_effect,strict,12,restore,visual+answer,answer_mask,1.0,,101,101,,,,3.8182626856435644,3.1420173267326734,4.4622137995049505,0.900990099009901,861.7029702970297
hidden_lattice,hidden_target_logit_effect,strict,12,restore,visual+answer,shifted_mask,1.0,,101,101,,,,1.4767945544554455,1.0163985148514851,1.9489480198019802,0.6534653465346535,38.46534653465346
hidden_lattice,hidden_target_logit_effect,strict,12,restore,visual+answer,shuffled_mask,1.0,,101,101,,,,1.4396658415841583,0.9443069306930693,1.933168316831683,0.6831683168316832,37.43564356435643
hidden_lattice,hidden_target_logit_effect,strict,12,restore,visual+answer,union_mask,1.0,,101,101,,,,3.513024056311881,2.8413037592821784,4.142355739480198,0.8811881188118812,546.4158415841584
hidden_lattice,hidden_target_logit_effect,strict,12,restore,visual_span,answer_mask,1.0,,101,101,,,,4.019067141089109,3.348391089108911,4.63335396039604,0.9108910891089109,861.6039603960396
hidden_lattice,hidden_target_logit_effect,strict,12,restore,visual_span,shifted_mask,1.0,,101,101,,,,1.791769801980198,1.3771658415841583,2.2305074257425743,0.7623762376237624,38.366336633663366
hidden_lattice,hidden_target_logit_effect,strict,12,restore,visual_span,shuffled_mask,1.0,,101,101,,,,1.64634900990099,1.1748143564356435,2.1215965346534653,0.7227722772277227,37.336633663366335
hidden_lattice,hidden_target_logit_effect,strict,12,restore,visual_span,union_mask,1.0,,101,101,,,,3.8379002939356437,3.2057549504950495,4.465742961014851,0.9108910891089109,546.7227722772277
